code,name,tel,address
840536,信維門市,(07)3327673,高雄市苓雅區四維三路132號132-1號
846361,萬應門市,(07)3364904,高雄市苓雅區四維四路190-1號
139221,新喬門市,(07)7490322,高雄市苓雅區正義路108號
980399,銀光門市,(07)2230248,高雄市苓雅區光華一路263號
967710,雅慶門市,(07)2246828,高雄市苓雅區同慶路88號90號
128586,強泥門市,(07)2691342,高雄市苓雅區自強三路16號18號
131973,新灣門市,(07)5665433,高雄市苓雅區自強三路3號12樓之6.7.8
140520,維雄門市,(07)7164323,高雄市苓雅區和平一路100號
996578,平權門市,(07)7250035,高雄市苓雅區和平一路61號63號
833000,美田門市,(07)3391186,高雄市苓雅區林森二路79號
135274,林德門市,(07)7213735,高雄市苓雅區林德街37號1樓
115889,武漢門市,(07)7214004,高雄市苓雅區武漢街72號
121312,武勝門市,(07)7135284,高雄市苓雅區武廟路43號45號1樓
996671,新仁政門市,(07)3343963,高雄市苓雅區青年一路299號301號303號1樓
130545,青雅門市,(07)2233056,高雄市苓雅區青年一路6之8及6之9號
991285,正文門市,(07)7277235,高雄市苓雅區建國一路125號125-1號1樓
903510,新道明門市,(07)2247200,高雄市苓雅區建國一路201-8號201-9號
896001,建福門市,(07)7253369,高雄市苓雅區建國一路208號
896193,永泰門市,(07)3305281,高雄市苓雅區苓雅二路243號
892308,英明門市,(07)7521603,高雄市苓雅區英明路190號1樓
855147,晴朗門市,(07)3352263,高雄市苓雅區復興二路162號
941615,新強門市,(07)2695450,高雄市苓雅區新光路64號66號
981211,新景有門市,(07)7238146,高雄市苓雅區福德三路170號1樓
135595,大輔門市,(07)7228664,高雄市苓雅區輔仁路333號
113953,正心門市,(07)7224176,高雄市苓雅區輔仁路一段145號1樓
121703,明得門市,(07)2234461,高雄市苓雅區憲政路100號1樓
113481,復中門市,(07)3380029,高雄市苓雅區興中一路138號
946610,中仁門市,(07)3343863,高雄市苓雅區興中二路39號41號
832915,鹽埕門市,(07)5320626,高雄市鹽埕區大仁路139號瀨南路172號
960029,仁勇門市,(07)5329630,高雄市鹽埕區大公路二號
928782,重義門市,(07)5311498,高雄市鹽埕區五福4路65號
135838,鑫漢王門市,(07)5215375,高雄市鹽埕區五福四路265號1樓
871828,新建門市,(07)5216102,高雄市鹽埕區建國四路175號
121965,客宭門市,(07)5211715,高雄市鹽埕區建國四路312號
935768,內惟門市,(07)5879203,高雄市鼓山區九如四路1432號1434號
972561,新前鋒門市,(07)5888031,高雄市鼓山區九如四路2007號1樓
844893,民強門市,(07)5214862,高雄市鼓山區九如四路706號708號710號
912145,昶玖門市,(07)5519575,高雄市鼓山區九如四路929號931號
966359,順屏門市,(07)5222541,高雄市鼓山區大順一路825號
135654,順德門市,(07)5538510,高雄市鼓山區大順一路860號1樓
996028,明榮門市,(07)5542062,高雄市鼓山區明華路204號
963095,美珍門市,(07)5502901,高雄市鼓山區明誠四路23號
115948,海青門市,(07)5219140,高雄市鼓山區青海路641號1樓
896551,文信門市,(07)5536265,高雄市鼓山區南屏路527號529號
120191,美藝門市,(07)5529812,高雄市鼓山區美術東二路103號1樓
980757高美門市,(07)5224427,高雄市鼓山區美術東二路181號
112226,美術館門市,(07)5520479,高雄市鼓山區美術館路73號1樓
990237,農神門市,(07)5228389,高雄市鼓山區神農路183號185號1樓
981613,鑫博門市,(07)5554632,高雄市鼓山區博愛二路345號1樓
999795,榮夏門市,(07)5530697,高雄市鼓山區華夏路147號
135698,華榮門市,(07)5528627,高雄市鼓山區華榮路236號238號
125277,華豐門市,(07)5524610,高雄市鼓山區裕誠路1160號明倫路138號
980713,祥裕門市,(07)5546011,高雄市鼓山區裕誠路1610號1612號
115982,裕東門市,(07)5525924,高雄市鼓山區裕誠路1946號1樓
146193,誠美門市,(07)5525694,高雄市鼓山區裕誠路2080號
978329,鼓山門市,(07)5316158,高雄市鼓山區鼓山二路107號
979089,柴山門市,(07)5327121,高雄市鼓山區鼓山三路49號51號
915306,慶豐門市,(07)5524180,高雄市鼓山區慶豐街1號
124665,西子樓門市,(07)5319330,高雄市鼓山區蓮海路70號
993410,臨海門市,(07)5212196,高雄市鼓山區臨海一路21之3號附5
114196,鼓波門市,(07)5312364,高雄市鼓山區臨海二路45-1號
970945,新旗聖門市,(07)5714983,高雄市旗津區中洲二路83號85號
136266,旗海門市,(07)5714206,高雄市旗津區中洲三路579號
137915,旗津門市,(07)5719252,高雄市旗津區海岸路9號
982317,旗皇門市,(07)5713430,高雄市旗津區旗津三路900巷1號3號
990411,旗廟門市,(07)5712330,高雄市旗津區廟前路12號1樓
915546,天山門市,(07)3356854,高雄市前鎮區一心一路406號
960122,新盛心門市,(07)3309722,高雄市前鎮區一心二路208號
111843,學源門市,(07)5364382,高雄市前鎮區三多二路437號439號441號1樓
971708,雄捷門市,(07)3386084,高雄市前鎮區中山二路268號B1,(高雄捷運R8站)
120674,夢時代一門市,(07)8231906,高雄市前鎮區中華五路789號B2樓
129785,忠純門市,(07)5361082,高雄市前鎮區中華五路969巷6號1樓
936037,獅甲門市,(07)5373172,高雄市前鎮區中華五路997號
922500,崗正門市,(07)7162008,高雄市前鎮區公正路25號
932024,泰豐門市,(07)7170231,高雄市前鎮區永豐路1號
999670,慶華門市,(07)3341721,高雄市前鎮區光華二路395號
845885,天后門市,(07)8419904,高雄市前鎮區后平路82號
861061,后安門市,(07)8314243,高雄市前鎮區后安路146號
991528,竹中門市,(07)7222801,高雄市前鎮區和平二路242號1樓
904041,心日門市,(07)8152321,高雄市前鎮區忠誠路213號
956215,鎮陽門市,(07)8152693,高雄市前鎮區前鎮街278號280號
956455,新衙門市,(07)8116903,高雄市前鎮區草衙一路104號106號
922267,上德門市,(07)8314990,高雄市前鎮區草衙二路299號299-1號
916402,達家門市,(07)8132874,高雄市前鎮區草衙二路407號
953065,雄鎮門市,(07)8116193,高雄市前鎮區高雄加工出口區東一街7號
912101,瑞祥門市,(07)7154630,高雄市前鎮區崗山中街251號
895938高雄門市,(07)3367915,高雄市前鎮區復興三路116號
132541,復興門市,(07)3312662,高雄市前鎮區復興三路150號1樓
982409,鑫愛群門市,(07)3340695,高雄市前鎮區復興三路435號437號
138099,軟科門市,(07)5364727,高雄市前鎮區復興四路10號1樓
115960,臨廣門市,(07)8414875,高雄市前鎮區新生路248-45號
911555,德新門市,(07)8124289,高雄市前鎮區新衙路83號85號
960764,瑞正門市,(07)7168052,高雄市前鎮區瑞北路157號159號
924975,京明門市,(07)7246115,高雄市前鎮區瑞北路66號
905631,瑞崗門市,(07)7223731,高雄市前鎮區瑞隆路310號312號
140704,新憲德門市,(07)7279437,高雄市前鎮區瑞隆路619號
875602,賢明門市,(07)7238081,高雄市前鎮區賢明路3號5號
981093,新光和門市,(07)5367297,高雄市前鎮區鄭和南路307號309號
909194,揚揚門市,(07)5373552,高雄市前鎮區鄭和路67號1F
136680,鎮昌門市,(07)8125504,高雄市前鎮區鎮海路17號1樓
130084,鎮興門市,(07)8415339,高雄市前鎮區鎮興路170號
132873,康德門市,(07)8413825,高雄市前鎮區鎮興路8號1樓
982580,鑫寶華門市,(07)3870904,高雄市三民區九如一路126號
902735,如龍門市,(07)3963182,高雄市三民區九如一路446號448號
990101,鑫永年門市,(07)3805933,高雄市三民區九如一路877號
119618,達勇門市,(07)3114049,高雄市三民區九如二路345-1號
946171高雄二門市,(07)3223909,高雄市三民區九如二路349號
946207,益昌門市,(07)3115571,高雄市三民區九如二路582號
113621,新如東門市,(07)3221948,高雄市三民區九如二路86號1樓
121873,中都門市,(07)3212028,高雄市三民區力行路248號
940070高醫二門市,(07)3221274,高雄市三民區十全一路100號
940069高醫一門市,(07)3221214,高雄市三民區十全一路100號地下室
906793,坎城門市,(07)3116563,高雄市三民區十全一路183號
985372,安生門市,(07)3214729,高雄市三民區十全一路74號
903325,新本館門市,(07)3896488,高雄市三民區大昌一路10號12號
946458,大義門市,(07)3870742,高雄市三民區大昌二路123號123-1號
117726,宏明門市,(07)3802201,高雄市三民區大福街211號213號
128896,昌富門市,(07)3905806,高雄市三民區大豐一路151號153號
896698,大德門市,(07)3959257,高雄市三民區大豐二路348號
854971,鼎力門市,(07)3494282,高雄市三民區天祥一路124號
956536,科工館門市,(07)3809114,高雄市三民區平等路91號93號
148063,春陽門市,(07)3810323,高雄市三民區正忠路246號
946997,新大豐門市,(07)3849311,高雄市三民區正忠路259號
906379,寶民門市,(07)3847183,高雄市三民區正義路337號
970761,沅興門市,(07)3828237,高雄市三民區正興路121號123號
885643,雙興門市,(07)3925474,高雄市三民區正興路1號3號
136277,新鼎祥門市,(07)3453114,高雄市三民區民族一路543巷25號1樓
981255,鑫領千門市,(07)3809554,高雄市三民區民族一路94號96號1樓
113470,延慶門市,(07)3926023,高雄市三民區永年街48號50號52號1樓
966371,吉遠門市,(07)3224734,高雄市三民區吉林街271號
896492,達仁門市,(07)3222813,高雄市三民區吉林街68號
991171,新有光門市,(07)3971903,高雄市三民區有光路123號
976448,智由門市,(07)3163011,高雄市三民區自由一路105號
895880,新立寧門市,(07)3130332,高雄市三民區自立一路287號289號
130040,國城門市,(07)2851840,高雄市三民區自立一路68號70號
922496,明仁門市,(07)3438496,高雄市三民區明仁路8號
992772,理馨門市,(07)3506417,高雄市三民區明吉路9號
137616,新鼎吉門市,(07)3926364,高雄市三民區明誠一路381號
948753,鼎上門市,(07)3105541,高雄市三民區明誠一路690號
128003,河堤門市,(07)3410500,高雄市三民區河堤路510號
905114,本元門市,(07)3810634,高雄市三民區建工路317號319號
115904,元隆門市,(07)3983369,高雄市三民區建元路58號1及2樓
960007,港新門市,(07)2230958,高雄市三民區建國一路417號
135964,港東門市,(07)2354300,高雄市三民區建國二路233號
130279,雄站門市,(07)2361408,高雄市三民區建國二路269號271號
956282高雄一門市,(07)2381443,高雄市三民區建國二路318號
956204高雄三門市,(07)2362470,高雄市三民區建國二路318號3樓
980229,新旺淇門市,(07)2855841,高雄市三民區建國三路169號1樓
996408,鑫富門市,(07)2856940,高雄市三民區建國三路33號1樓
928933,大阪門市,(07)2852455,高雄市三民區建國三路38號
846246,建強門市,(07)2155083,高雄市三民區建國三路437號
862190,安冠門市,(07)3953487,高雄市三民區莊敬路289號
905354,興國門市,(07)2388472,高雄市三民區復興１路176號
118453,皓東門市,(07)3954445,高雄市三民區皓東路193號
932965,新統興門市,(07)3835941,高雄市三民區黃興路151號
956477,灣勝門市,(07)3955648,高雄市三民區新民路103號105號
140025,義明門市,(07)3804208,高雄市三民區義華路171號
129718,鼎瑞門市,(07)3430546,高雄市三民區裕誠路56號
892375,鼎復門市,(07)3848597,高雄市三民區鼎山街566-3號
127170,鼎中門市,(07)3424542,高雄市三民區鼎中路735號737號1樓
935665,鼎強門市,(07)3102041,高雄市三民區鼎強街283號
132138,鼎貴門市,(07)3424756,高雄市三民區鼎貴路146號1樓
932976,鼎新門市,(07)3104545,高雄市三民區鼎新路86號88號1樓
855239,嫩江門市,(07)3117581,高雄市三民區嫩江街101號
990134,興安邦門市,(07)3132327,高雄市三民區察哈爾二街83號1樓
112846,博河門市,(07)3221446,高雄市三民區熱河二街17號
864107,覺民門市,(07)3892352,高雄市三民區覺民路113號115號
123433,孝豐門市,(07)3954224,高雄市三民區覺民路238號240號
943806,光武門市,(07)3875139,高雄市三民區覺民路338號
960731,寶盛門市,(07)3952075,高雄市三民區覺民路579號
131010,清心門市,(07)3534071,高雄市楠梓區土庫路120號1樓
146171,鑫建昌門市,(07)3637139,高雄市楠梓區右昌街148號
970462,新宏昌門市,(07)3654447,高雄市楠梓區右昌街468號1樓
900197,歐士盟門市,(07)3644743,高雄市楠梓區右昌街619號
981691高科大門市,(07)6011492,高雄市楠梓區卓越路2號
882769,建楠門市,(07)3551501,高雄市楠梓區建楠路139號
111832,新後昌門市,(07)3646497,高雄市楠梓區後昌路115號1樓
147912,藍昌門市,(07)3642993,高雄市楠梓區後昌路1187號1189號
881733,慶昌門市,(07)3680748,高雄市楠梓區後昌路722號
120250,秀昌門市,(07)3641295,高雄市楠梓區後昌路858之2號1樓
881685,校和門市,(07)3012204,高雄市楠梓區軍校路658號
990570,海科大門市,(07)3658863,高雄市楠梓區海專路143號145號1樓
110194,雄大二門市,(07)5911275,高雄市楠梓區高雄大學路700號法學院1樓
116468,惠心門市,(07)3600709,高雄市楠梓區高楠公路1764之1號
112972,常德門市,(07)3532424,高雄市楠梓區常德路287號
966902,久昌門市,(07)3647112,高雄市楠梓區盛昌街26號
996383,新創門市,(07)3538062,高雄市楠梓區創新路1號
131478,惠民門市,(07)3643954,高雄市楠梓區惠民路88號1樓
112260,新楠梓門市,(07)3524954,高雄市楠梓區楠梓新路188號188-1號1樓
141165,梓聖門市,(07)3648745,高雄市楠梓區瑞屏路80之5號之6號之7號1樓
117911,樂民門市,(07)3634607,高雄市楠梓區壽民路58號
115856,麗景門市,(07)3532334,高雄市楠梓區旗楠路891號1樓
123330,好事登門市,(07)3528845,高雄市楠梓區鳳楠路227號之1
913067,廣昌門市,(07)3608353,高雄市楠梓區廣昌街140號
138136,都會門市,(07)3641804,高雄市楠梓區德民路115號
999809,德民門市,(07)3634452,高雄市楠梓區德民路156號158號
952741,元昌門市,(07)3644909,高雄市楠梓區德民路900號902號
129040,德祥門市,(07)3661723,高雄市楠梓區德賢路246號
910220,雙德門市,(07)3010369,高雄市楠梓區德賢路420號
935883,德賢門市,(07)3662023,高雄市楠梓區德賢路594號596號
896481,加群門市,(07)3636174,高雄市楠梓區樂群路153號155號1樓
960133,亞新門市,(07)3659953,高雄市楠梓區樂群路76號
951988,盛田門市,(07)3519446,高雄市楠梓區興楠路326號
993797,藍田門市,(07)3647132,高雄市楠梓區藍昌路379號1樓
131319,大坪頂門市,(07)8912651,高雄市小港區大平路192號196號1樓
893312,強民門市,(07)8124098,高雄市小港區小港路182號
958440,港瑞門市,(07)8022369,高雄市小港區小港路77號
980300,港院門市,(07)8071940,高雄市小港區山明路482號B1
960111,民益門市,(07)8034906,高雄市小港區中山四路1號3號
971339,桂德門市,(07)7932498,高雄市小港區中安路428號
953685,樺鑫門市,(07)7928411,高雄市小港區中安路739號
131102,桂安門市,(07)7934767,高雄市小港區孔鳳路557號
972158,田金門市,(07)8070928,高雄市小港區水秀路59號
114602,港后門市,(07)8417962,高雄市小港區平和路156號
895949,港口門市,(07)8114439,高雄市小港區平和路77號
855295,宏平門市,(07)8063604,高雄市小港區宏平路390號392號
928852,金宏門市,(07)8061835,高雄市小港區宏平路501號
972941,宏海門市,(07)8070934,高雄市小港區宏平路686號
966119,宏文門市,(07)8036342,高雄市小港區宏平路83-2號
952305,松旅門市,(07)8020625,高雄市小港區松信路99號1樓
854513,沿海門市,(07)8039455,高雄市小港區沿海一路125號
874104,桂陽門市,(07)7930117,高雄市小港區桂陽路255號
136749,孔鳳門市,(07)7917717,高雄市小港區高鳳路332號
944809,松興門市,(07)8071434,高雄市小港區高鳳路34-5-6號
118741,新漢北門市,(07)8021586,高雄市小港區漢民路132號134號1樓
875679,順苓門市,(07)8039482,高雄市小港區漢民路381號
997043,宏亮門市,(07)8037362,高雄市小港區漢民路723號725號
930660,宏華門市,(07)8069912,高雄市小港區漢民路829號
886978,大林蒲門市,(07)8714082,高雄市小港區鳳林路181號
966728,名言門市,(07)8715921,高雄市小港區鳳林路2-18號
128162,得合門市,(07)3754863,高雄市仁武區八德西路1660號
124610,得富門市,(07)3723458,高雄市仁武區八德西路246號
941051,京富門市,(07)3732953,高雄市仁武區八德南路382號1樓
127376,八卦寮門市,(07)3724588,高雄市仁武區八德南路499號
996280,登發門市,(07)3739703,高雄市仁武區八德南路65號
982694,三福門市,(07)3751295,高雄市仁武區中正路175號1樓
921172,家恩門市,(07)3736049,高雄市仁武區中華路46號
132460,仁心門市,(07)3749210,高雄市仁武區仁心路198-1號1樓
141637,澄合門市,(07)3747531,高雄市仁武區仁光路165號1樓
131582,仁樂門市,(07)3711110,高雄市仁武區仁和街36號
999706,仁雄門市,(07)3722425,高雄市仁武區仁忠路176號1樓
952671,仁慈門市,(07)7353499,高雄市仁武區仁慈路169號1樓
854030,台塑門市,(07)3729649,高雄市仁武區水管路189號
923662,永仁門市,(07)3747347,高雄市仁武區永仁街436號
989499,新鳳門市,(07)3737315,高雄市仁武區鳳仁路106號
125831,友福門市,(07)3736036,高雄市仁武區鳳仁路95之15號
942939,榮總一門市,(07)3489676,高雄市左營區大中一路386號
942940,榮總二門市,(07)3463594,高雄市左營區大中一路386號
929028,大富門市,(07)5582580,高雄市左營區大順一路278號280號
971085,先鋒門市,(07)5889876,高雄市左營區介壽路247號249號1樓
966706,德昌門市,(07)3460165,高雄市左營區文自路236號238號
951782,文自門市,(07)3452530,高雄市左營區文自路512-1號
978330,文康門市,(07)3506567,高雄市左營區文康路156號1樓
900979,新左營門市,(07)5852412,高雄市左營區左營大路14-5號
129763,百事達門市,(07)5853058,高雄市左營區左營大路261號263號
136989,廟東門市,(07)5850815,高雄市左營區左營大路400號402號
935827,進學門市,(07)5855660,高雄市左營區左營大路491-1號491-2號
121943,榮耀門市,(07)3424718,高雄市左營區民族一路1014號1樓
855480,華民門市,(07)3464185,高雄市左營區民族一路1084號
140209,重愛門市,(07)3436263,高雄市左營區民族一路987號
131205,立文門市,(07)5509725,高雄市左營區立文路77號1樓
980610,新上明門市,(07)5563774,高雄市左營區自由二路142-1號1樓
999511,豐園門市,(07)5567732,高雄市左營區自由二路484號
940829,孟新門市,(07)3483129,高雄市左營區自由三路292號
952969,重和門市,(07)3453508,高雄市左營區自由四路171號
140690,山福門市,(07)3482804,高雄市左營區自由四路320號
865421,博正門市,(07)5578128,高雄市左營區忠言路174號
973070,安華門市,(07)5506417,高雄市左營區明華一路120號
902333,雲崗門市,(07)5589457,高雄市左營區明華一路236號
115937,新昌門市,(07)3631254,高雄市左營區後昌路637號639號1樓
963349,政德門市,(07)3451959,高雄市左營區政德路130號132號1F
135997,信科門市,(07)3504964,高雄市左營區重信路601號
127712,欣重文門市,(07)3506524,高雄市左營區重愛路308號310號1樓
128151,文慈門市,(07)3478545,高雄市左營區重愛路65號
129039,速鐵門市,(07)9605706,高雄市左營區高鐵路105號
129017高高鐵門市,(07)8629981,高雄市左營區高鐵路105號(高鐵高雄車站地上第二樓層)
981118,左運門市,(07)5885443,高雄市左營區高鐵路107號B1
905550,勝利門市,(07)5816873,高雄市左營區勝利路123號
111061,巨蛋門市,(07)5547067,高雄市左營區博愛二路485號地下1,層(高雄捷運R14,巨蛋站)
953940,博真門市,(07)3482621,高雄市左營區博愛三路16號
996914,國勝門市,(07)5509786,高雄市左營區富國路112號116號1樓
119629,玉堂門市,(07)3414574,高雄市左營區曾子路1號
966245,左營新站門市,(07)5881485,高雄市左營區菜公路1號
111658,重惠門市,(07)3457904,高雄市左營區華夏路1152號1樓
136808,重信門市,(07)3415548,高雄市左營區華夏路1182號
977382,夏義門市,(07)3500474,高雄市左營區華夏路1345號1347號
129084,南屏門市,(07)5524582,高雄市左營區華夏路256號
892135,華崇門市,(07)3414988,高雄市左營區華夏路672號
136543,浚興門市,(07)3457497,高雄市左營區華夏路979號
973117,巨漢門市,(07)5543968,高雄市左營區新莊一路350號
135001,瑞福門市,(07)5586745,高雄市左營區裕誠路285號287號
127479,凹仔底門市,(07)5574859,高雄市左營區裕誠路448號
132183,新高榮門市,(07)3421447,高雄市左營區榮總路175號1樓
909518,翠峰門市,(07)5810556,高雄市左營區翠峰路34號
973128,新海勝門市,(07)5882879,高雄市左營區翠華路601巷122號
125222,大民門市,(07)3528550,高雄市大社區三民路213號
127561,大社門市,(07)3527294,高雄市大社區三民路304號
991573,觀音門市,(07)3521272,高雄市大社區大新路111號金龍路316號318號
139092,鈦旺門市,(07)3531423,高雄市大社區中山路261號
136532,翠屏門市,(07)3540580,高雄市大社區中山路344號346號
997559,好事達門市,(07)3538846,高雄市大社區旗楠路71號
132312,仁東門市,(07)6217245,高雄市岡山區大仁北路175號1樓
965231,程香門市,(07)6225259,高雄市岡山區大仁南路133號
122625,仁富門市,(07)6213744,高雄市岡山區大仁路138號
897886,森鴻門市,(07)6228076,高雄市岡山區大德一路160號
129051,鑫程門市,(07)6227110,高雄市岡山區大德二路61號
968908,友情門市,(07)6252734,高雄市岡山區大遼路122-3號
936381,群弘益門市,(07)6222072,高雄市岡山區中山北路2號
880316,華仁門市,(07)6259821,高雄市岡山區仁壽路106號
905217,介壽門市,(07)6254908,高雄市岡山區介壽西路42號44號
139081,新兆湘門市,(07)6250698,高雄市岡山區介壽路10巷25弄9號15號
965585,鴻林門市,(07)6267334,高雄市岡山區公園西路三段131號133號
136901,岡農門市,(07)6212911,高雄市岡山區公園東路154號
954378,維洲門市,(07)6224493,高雄市岡山區本洲路350-5號
953054,石潭門市,(07)6257572,高雄市岡山區石潭路250號
950480,北岡山門市,(07)6224840,高雄市岡山區岡山北路150號
851215,岡燕門市,(07)6235590,高雄市岡山區岡山路264號266號
981129,鑫省岡門市,(07)6224563,高雄市岡山區岡山路518號518-1號1樓
965389,仁峰門市,(07)6257284,高雄市岡山區前峰路154-11號154-12號
913584,利明門市,(07)6257053,高雄市岡山區前峰路80號
963453,柳橋門市,(07)6256680,高雄市岡山區柳橋西路41號
111739,勵志門市,(07)6295142,高雄市岡山區筧橋路12號16號1樓
950664,台興門市,(07)6226112,高雄市岡山區嘉新東路136號
990097,新上緯門市,(07)6231481,高雄市岡山區嘉興路340號
873282,肯娣門市,(07)6226672,高雄市岡山區壽天路37號之3
114200,路好門市,(07)6964450,高雄市路竹區大社路162號
131696,路科門市,(07)6075828,高雄市路竹區大社路42號42之1號46號1樓
966980,北嶺門市,(07)6969439,高雄市路竹區中山南路221號
982498高苑門市,(07)6960040,高雄市路竹區中山路1821號
132208,元茗門市,(07)6966748,高雄市路竹區中正路172號172之1號
150712,華中門市,(07)6969279,高雄市路竹區中華路124號
932172,路園門市,(07)6952504,高雄市路竹區太平路342-2號
114118,一揚門市,(07)6977478,高雄市路竹區國昌路1號
150701,辰皓門市,(07)6965194,高雄市路竹區國昌路312號
987828,竹滬門市,(07)6983035,高雄市路竹區華正路390號
954471,環球門市,(07)6961045,高雄市路竹區環球路201之27號
926395,阿蓮門市,(07)6310329,高雄市阿蓮區中山路15號17號19號
954530,蕙馨門市,(07)6319484,高雄市阿蓮區中正路188-8號
998091,傳生門市,(07)6319041,高雄市阿蓮區中正路407號
914244,蓮山門市,(07)6321745,高雄市阿蓮區民生路92號
131489,中民門市,(07)6143482,高雄市燕巢區中民路712號714號
954781,安招門市,(07)6143179,高雄市燕巢區安招里安東街380號
914129,燕巢門市,(07)6168128,高雄市燕巢區西燕里中民路612號
931157,義大門市,(07)6152917,高雄市燕巢區角宿里義大路1號
911854,旗鳳門市,(07)6154139,高雄市燕巢區鳳雄里鳳旗路167號169號
129992,華輝門市,(07)6154213,高雄市燕巢區橫山里橫山路59號
966751,樹科門市,(07)6154177,高雄市燕巢區橫山里橫山路86號
947244,甲圍門市,(07)6130787,高雄市橋頭區甲圍路71號
978123,仕隆門市,(07)6124332,高雄市橋頭區白樹路53號
139128,橋鄰門市,(07)6112945,高雄市橋頭區成功南路151號1樓
131766,五里林門市,(07)6119640,高雄市橋頭區里林東路20號
963279,新隆豐門市,(07)6126956,高雄市橋頭區隆豐路275號
970956,亞熱帶門市,(07)6106465,高雄市梓官區大舍南路175號
970886,新舍東門市,(07)6104453,高雄市梓官區大舍南路2號1樓
967503,正港門市,(07)6106594,高雄市梓官區中正路186號
952822,仁馨門市,(07)6100625,高雄市梓官區中崙路287號
968458,赤東門市,(07)6101134,高雄市梓官區赤崁南路95號95-1號1F
852207,梓官門市,(07)6106291,高雄市梓官區和平路322號
992934,嘉好門市,(07)6109619,高雄市梓官區嘉展路370號
852377,彌盛門市,(07)6106141,高雄市彌陀區中正路246號
138871,彌進門市,(07)6104803,高雄市彌陀區進學路33號
893057,永安門市,(07)6915041,高雄市永安區永安路34號
136727,新東專門市,(07)6935310,高雄市湖內區中山路一段229號
954666,湖慧門市,(07)6935969,高雄市湖內區中山路一段540-1號
992093,太湖門市,(07)6992060,高雄市湖內區中正路二段158號1樓
967606,東敏門市,(07)6935784,高雄市湖內區東方路103-1號103-2號
950479,千湖門市,(07)6995620,高雄市湖內區保生路135號137號
138561,瑞蓁門市,(07)6991798,高雄市湖內區信義路4號
993317,德文門市,(07)7677524,高雄市鳳山區八德路197號
990732,文衡門市,(07)7677689,高雄市鳳山區八德路305號1樓
136657,美澄門市,(07)7779914,高雄市鳳山區八德路二段116號
874610,大洋門市,(07)7664074,高雄市鳳山區大明路142號144號
886200高鳳門市,(07)7460354,高雄市鳳山區中山西路398號400號
885562,瑞竹門市,(07)7197030,高雄市鳳山區中山東路209號209-1號
854443,中東門市,(07)7439740,高雄市鳳山區中山東路88號
902425,鳳東門市,(07)7199560,高雄市鳳山區中山路63號
113090,統崙門市,(07)7536645,高雄市鳳山區中崙四路6號8號1樓
990662,興仁門市,(07)7454010,高雄市鳳山區五甲一路204號206號1樓
136004,南華門市,(07)7713883,高雄市鳳山區五甲二路232號
844480,富甲門市,(07)7713632,高雄市鳳山區五甲二路407號
