state,type,name,country,district,location,tel
開業,藥事機構,悅橙藥局,臺南市,東區,崇明路459號1樓,06-2605168
開業,藥事機構,和德藥局,臺南市,東區,  崇德路497號,06-2882789
開業,藥事機構,英菩藥局,臺南市,東區,榮譽街121-1號,
開業,藥事機構,崇裕藥局,臺南市,東區,崇明路648號1樓,06-2893942
開業,藥事機構,榮記健康藥局,臺南市,東區,育樂街156-4號底層,06-2360088
開業,藥事機構,盈仁藥局,臺南市,東區,中華東路三段380巷55弄27號,06-2900372
開業,藥事機構,二十街藥局,臺南市,東區,崇明二十街13號,06-2609950、06-2609782
開業,藥事機構,鶴龍健保藥局,臺南市,東區,林森路一段190號1樓,06-2608225
開業,藥事機構,台和群康藥局,臺南市,東區,崇善路547號1樓,06-2891360
開業,藥事機構,宜康藥局仁和店,臺南市,東區,仁和路105-1號1樓,
開業,藥事機構,榮恩藥局,臺南市,東區,中華東路2段337號,06-3350166
開業,藥事機構,宏祐健保藥局,臺南市,南區,新孝路59號,06-2632580
開業,藥事機構,為美藥局,臺南市,南區,大同路二段558-1、560-1號1樓,06-2679315
開業,藥事機構,大吉藥局,臺南市,南區,新興路437號,06-62651423
開業,藥事機構,久芳藥局,臺南市,南區,喜樹路340巷166號,06-2625209
開業,藥事機構,重光藥局,臺南市,南區,鹽埕路272號,06-2618087
開業,藥事機構,大仁藥局,臺南市,南區,新孝路三十號,06-2610673
開業,藥事機構,興南藥局,臺南市,南區,中華南路2段70號,06-2920909
開業,藥事機構,龍天葵藥局,臺南市,南區,新興路501號,06-2925420
開業,藥事機構,樺昇藥局德興店,臺南市,南區,德興路175號之1,06-2616791
開業,藥事機構,康而富藥局,臺南市,南區,金華路一段375號1樓,06-2639373
開業,藥事機構,灣里藥局,臺南市,南區,灣裡路261號,06-2625620
開業,藥事機構,欣昌藥局,臺南市,南區,興南街115號,06-2623217
開業,藥事機構,日大中西藥局,臺南市,南區,永興1街32號,06-2612817
開業,藥事機構,市安藥師藥局,臺南市,南區,國民路142號,06-2882627
開業,藥事機構,一航藥局,臺南市,南區,大同路2段348號,06-2138147
開業,藥事機構,怡安婦幼中心藥局,臺南市,南區,新興里夏林路190號1樓,06-2635923、0935-639588
開業,藥事機構,佑佑藥局,臺南市,南區,健康路2段349號二樓,0939-992652
開業,藥事機構,大愛藥局,臺南市,南區,大同路2段182號1樓,06-2137587
開業,藥事機構,信昌藥局,臺南市,南區,建南路二三五號,06-2635591
開業,藥事機構,赤繐藥師健保藥局,臺南市,南區,金華路2段96號,06-2656368
開業,藥事機構,亮潔藥師藥局,臺南市,南區,金華路2段344號,06-2215021、06-2217306
開業,藥事機構,為仁藥師藥局,臺南市,南區,大同路2段106號,06-2139376
開業,藥事機構,仁佑藥局,臺南市,南區,健康路2段15號,06-2645955
開業,藥事機構,國山健保特約藥局,臺南市,南區,大同路2段478號,06-2159570
開業,藥事機構,祥佑藥師藥局,臺南市,南區,金華路二段177號,
開業,藥事機構,樺昇藥局,臺南市,南區,明興路1367號,06-2625571
開業,藥事機構,海山藥局,臺南市,南區,新興路400號,06-2617788
開業,藥事機構,永福藥局,臺南市,南區,金華路2段259號,06-62651408
開業,藥事機構,總雁藥局,臺南市,南區,鯤身路94號,06-2627554
開業,藥事機構,豐陽藥局,臺南市,南區,文南路115號,06-2610628
開業,藥事機構,裕仁藥局,臺南市,南區,新興路154號,06-2614263
開業,藥事機構,裕祥藥局,臺南市,南區,金華路1段228號,06-2635796
開業,藥事機構,吉祥藥局,臺南市,南區,文南路117號,06-2612253、06-2632853
開業,藥事機構,全民藥局,臺南市,南區,喜樹路73之18號,06-2626814、06-2625814
開業,藥事機構,安心藥局,臺南市,南區,喜樹路151巷33號,06-2622570
開業,藥事機構,鹽埕藥局,臺南市,南區,鹽埕路68號,06-2651961
開業,藥事機構,興泰藥局,臺南市,南區,金華路1段165號,06-2653638
開業,藥事機構,府城藥局,臺南市,南區,新興路194號,06-2614285、06-2643669
開業,藥事機構,信一藥局,臺南市,南區,中華南路2段303號,06-2640770
開業,藥事機構,成安藥局,臺南市,南區,三和街20號,06-2654774
開業,藥事機構,杏元藥局,臺南市,南區,喜樹路256號,06-2622473
開業,藥事機構,聖安健保藥局,臺南市,南區,健康路二段173號1樓,06-2916898
開業,藥事機構,健康啄木鳥藥局,臺南市,南區,健康路2段75號,06-2631383
開業,藥事機構,千越藥局,臺南市,南區,金華路二段247號,06-2910303
開業,藥事機構,隆連藥局,臺南市,南區,鹽珵路175號,06-2648810、06-2647710
開業,藥事機構,原才藥局,臺南市,北區,實踐街78號,06-2261723、06-2821733
開業,藥事機構,真安藥局,臺南市,北區,公園路698號,06-2516784
開業,藥事機構,聖心藥局,臺南市,北區,大武街401巷1弄12號,06-2523021、06-2818523
開業,藥事機構,豐桂藥局,臺南市,北區,大和路218號,06-2598915
開業,藥事機構,華泰藥局,臺南市,北區,開元路359之2號,06-2372790
開業,藥事機構,大昌藥局,臺南市,北區,北安路1段136號1樓,06-2519121
開業,藥事機構,大道藥局,臺南市,北區,北門路二段590號,06-2513000
開業,藥事機構,佳愛藥局,臺南市,北區,西門路四段341巷2號,06-2516697
開業,藥事機構,百氏康藥局,臺南市,北區,北安路一段120號,06-2514199
開業,藥事機構,公園店菁安藥局,臺南市,北區,公園路611號,06-2834488
開業,藥事機構,早安北園藥師藥局,臺南市,北區,北園街6-6號,06-2759515
開業,藥事機構,小北藥局,臺南市,北區,西門路4段138號,06-2821189
開業,藥事機構,城藥局,臺南市,北區,東光路2段128號,06-2368825
開業,藥事機構,信心藥局,臺南市,北區,公園路546號,06-2515359
開業,藥事機構,興龍藥局,臺南市,北區,長榮路5段110號,06-2367992
開業,藥事機構,好鄰居藥局,臺南市,北區,公園路128號二樓7室,06-2219015
開業,藥事機構,全一藥局,臺南市,北區,和緯路4段95巷38號,06-2580021
開業,藥事機構,澄清堂藥局,臺南市,北區,勝利路495號,06-2377224
開業,藥事機構,永生藥局,臺南市,北區,公園路481號,06-2283087
開業,藥事機構,安良藥局,臺南市,北區,公園路900巷3號,06-2523087
開業,藥事機構,宏吉藥局,臺南市,北區,大興街224號,06-2589692
開業,藥事機構,華成藥局,臺南市,北區,南園街111號,06-2344553
開業,藥事機構,嘉洲藥局,臺南市,北區,文賢路240號,06-2583180
開業,藥事機構,徐大藥局,臺南市,北區,北園街88號,06 2361435
開業,藥事機構,眾安藥局,臺南市,北區,文賢路1034號,06-2588339
開業,藥事機構,惠光藥局,臺南市,北區,文賢路236號,06-2586316
開業,藥事機構,坤梅中西藥局,臺南市,北區,大興街501號,06-2595901
開業,藥事機構,賀康藥局,臺南市,北區,公園路701號,06-2870433、06-2819515
開業,藥事機構,玖大藥局,臺南市,北區,勝利路383號,06-2752048
開業,藥事機構,佳家藥局,臺南市,北區,忠義路3段22號,06-2252165
開業,藥事機構,一方藥局,臺南市,北區,開元路485巷41弄28號一樓,06-2742419
開業,藥事機構,千多藥局,臺南市,北區,金華路5段一號一樓,06-2295533
開業,藥事機構,美心藥局,臺南市,北區,成功路132之1號1樓,06-2292518、06-2262978
開業,藥事機構,心心藥局,臺南市,北區,成功路72號,06-2221166
開業,藥事機構,永順藥局,臺南市,北區,公園路892巷25號,06-2519025
開業,藥事機構,慈恩藥師藥局,臺南市,北區,北園街15號,06-2005658
開業,藥事機構,芳鄰藥局,臺南市,北區,公園北路一五二號,06-2811101
開業,藥事機構,一加恩聯合藥局,臺南市,北區,開元路四二二號,06-2081172
開業,藥事機構,康友藥師藥局,臺南市,北區,和緯路二段243號,06-2520666
開業,藥事機構,佳一藥局,臺南市,北區,北門路2段532號,06-2511947
開業,藥事機構,開元台安藥局,臺南市,北區,開元路288號,06-2763943
開業,藥事機構,新向生藥局,臺南市,北區,北門路2段547巷8號,06-2525267
開業,藥事機構,欣平藥局,臺南市,北區,勝利路425號,06-2354293
開業,藥事機構,王大藥局,臺南市,北區,開元路156號,06-2086169
開業,藥事機構,健盟藥局,臺南市,北區,北安路一段206號1樓,06-2828288
開業,藥事機構,良佑堂藥局,臺南市,北區,文賢路299號,06-2586223
開業,藥事機構,海安藥師藥局,臺南市,北區,海安路三段902號,06-2814600
開業,藥事機構,嘉星藥師大藥局,臺南市,北區,開元路339號1樓,06-2093737
開業,藥事機構,大正藥局,臺南市,北區,公園南路357號1樓,06-2226899
開業,藥事機構,長榮健保藥局,臺南市,北區,長榮路四段139號1樓,06-2202370
開業,藥事機構,若安藥局,臺南市,北區,開元路103號1樓,06-2095666
開業,藥事機構,美康藥局,臺南市,北區,公園路375-5號,06-2810311
開業,藥事機構,和緯啄木鳥藥局,臺南市,北區,和緯路2段176號,06-2514462
開業,藥事機構,佳佳藥局,臺南市,北區,開元路306-1號,06-2740783
開業,藥事機構,公園台安藥局,臺南市,北區,公園路840號,06-2518402
開業,藥事機構,尚慶藥局,臺南市,北區,西門路四段86號1樓,06-2511258
開業,藥事機構,伍德藥局,臺南市,安平區,安平路131號,62207904
開業,藥事機構,趙藥師藥局,臺南市,安平區,安北路390號,06-3915695
開業,藥事機構,益生堂藥局,臺南市,安平區,安平路646號,06-2209336
開業,藥事機構,瑞峰藥局,臺南市,安平區,安平路500巷17弄23號,06-2242771
開業,藥事機構,益通藥局,臺南市,安平區,建平5街26號,06-2974851
開業,藥事機構,新本德藥局,臺南市,安平區,延平街29號,06-2251357
開業,藥事機構,正德中西藥局,臺南市,安平區,國平路358號,
開業,藥事機構,泰銘藥局,臺南市,安平區,健康3街207號,06-2959323
開業,藥事機構,康活藥局,臺南市,安平區,健康3街186號,0927-288398
開業,藥事機構,康福藥師藥局,臺南市,安平區,永華路二段1059號之1,06-2939068
開業,藥事機構,全家藥局,臺南市,安平區,華平路170號,06-2939000
開業,藥事機構,丁丁藥局,臺南市,安平區,永華路2段236號,06-2938966
開業,藥事機構,可力藥局,臺南市,安平區,華平路652號之1樓,06-2971960
開業,藥事機構,人仁藥局,臺南市,安平區,慶平路281號,06-2998667
開業,藥事機構,幼安藥局,臺南市,安平區,華平路503號,06-2937733
開業,藥事機構,蘋果藥師藥局,臺南市,安平區,健康三街206號,
開業,藥事機構,永華藥局,臺南市,安平區,永華路二段787號之1,
開業,藥事機構,服安藥局,臺南市,安平區,安平路151號,06-2216635
開業,藥事機構,中信藥局,臺南市,安平區,永華路2段716號,06-2978697
開業,藥事機構,康馥藥局,臺南市,安平區,華平路545-1號,06-2998328
開業,藥事機構,安平藥局,臺南市,安平區,國平路552巷113號1樓,06-2970551
開業,藥事機構,宜康永華藥局,臺南市,安平區,國平里永華路二段785號1樓,06-2930119
開業,藥事機構,永康藥局永華店,臺南市,安平區,永華路2段702號,06-2951552
開業,藥事機構,博理藥局,臺南市,安平區,安平路676號,06-2202521
開業,藥事機構,保安康藥局,臺南市,安南區,安中路一段793號,
開業,藥事機構,宜康藥局同安店,臺南市,安南區,同安路235號1樓,06-2470720
開業,藥事機構,宜康安和藥局,臺南市,安南區,安和路一段184號1樓,06-2479552
開業,藥事機構,東南藥局,臺南市,安南區,長溪路3段459巷2號,06-2562192
開業,藥事機構,慈安藥局,臺南市,安南區,大安街53號,06-2551117
開業,藥事機構,聖達藥局,臺南市,安南區,府安路5段146號,06-2585057
開業,藥事機構,慶泰藥局,臺南市,安南區,安中路1段189巷47號,06-2553110
開業,藥事機構,翰昌藥局,臺南市,安南區,北安路2段119號,06-2596372
開業,藥事機構,泰山藥局,臺南市,安南區,海佃路1段207號,06-2582073
開業,藥事機構,守利藥局,臺南市,安南區,安和路4段616號,06-3559347
開業,藥事機構,慶春藥局,臺南市,安南區,城西街1段75號,06-2571719
開業,藥事機構,嘉庭藥局,臺南市,安南區,國安街118號,06-2597612
開業,藥事機構,友信藥局,臺南市,安南區,北安路2段八十六號,06-2829462
開業,藥事機構,仲宏藥局,臺南市,安南區,安中路3段431號,06-2567798
開業,藥事機構,明杰藥局,臺南市,安南區,大安街98號,06-2567821
開業,藥事機構,平光藥局,臺南市,安南區,安中路一段822號,06-2565635、06-2459641
開業,藥事機構,建壽藥局,臺南市,安南區,海佃路2段572號,06-2555388
開業,藥事機構,昌泰藥局,臺南市,安南區,海佃路1段158巷57號,06-2591971
開業,藥事機構,旺生藥局,臺南市,安南區,同安路68巷23號,06-2476888
開業,藥事機構,和順藥局,臺南市,安南區,安中路1段701巷33－35號,06-2566648
開業,藥事機構,建光藥局,臺南市,安南區,海佃路1段164號,06-2583966
開業,藥事機構,海佃藥局,臺南市,安南區,國安街138號,06-2587831
開業,藥事機構,忠山藥局,臺南市,安南區,國安街56巷75號,06-2582708
開業,藥事機構,長青大藥局,臺南市,安南區,安和路1段93號,06-2812896
開業,藥事機構,涂逸權藥師藥局,臺南市,安南區,長溪路1段314號,06-2560583
開業,藥事機構,樂成藥局,臺南市,安南區,安和路1段159巷83號,06-2568576
開業,藥事機構,土城藥師藥局,臺南市,安南區,城北路75號,06-2571872
開業,藥事機構,永昌藥局,臺南市,安南區,安昌街174巷191弄127號,06-2476092
開業,藥事機構,佳南藥局,臺南市,安南區,安中路1段743號,06-2465448
開業,藥事機構,文安藥局,臺南市,安南區,同安路四O二號,06-2287001
開業,藥事機構,景惠藥局,臺南市,安南區,安中路4段2號,06-2557060
開業,藥事機構,安佃藥局,臺南市,安南區,海佃路4段388巷107弄22號一樓,06-2465658
開業,藥事機構,安順藥局,臺南市,安南區,安和路1段164號,06-2550447
開業,藥事機構,安中藥局,臺南市,安南區,安中路6段718號,06-2570500
開業,藥事機構,惠安藥局,臺南市,安南區,海佃路1段348、350號,06-3588578
開業,藥事機構,泰赫中西藥局,臺南市,安南區,安中路4段79號,06-2562317
開業,藥事機構,新資生藥師藥局,臺南市,安南區,城北路52號之1樓,06-2571153
開業,藥事機構,三井藥局,臺南市,安南區,國安街1號1樓,06-2583195
開業,藥事機構,康悅健藥師藥局,臺南市,安南區,安和路5段149-2號,06-3556382
開業,藥事機構,欣庭藥局,臺南市,安南區,國安街156巷186號,06-2806248
開業,藥事機構,宏恩藥局,臺南市,安南區,長溪路1段52號,06-2474513
開業,藥事機構,佳美藥局,臺南市,安南區,安和路一段38號,
開業,藥事機構,安南啄木鳥藥局,臺南市,安南區,安和路1段107號1樓,06-2821265
開業,藥事機構,三多藥師藥局,臺南市,安南區,海佃路一段194號1樓,06-2581189
開業,藥事機構,日安藥局,臺南市,安南區,安和路2段269號1樓,
開業,藥事機構,新安和藥局,臺南市,安南區,安和路一段360號,
開業,藥事機構,怡品藥局,臺南市,永康區,大灣路870號,06-2057346、0952-115055
開業,藥事機構,永大啄木鳥藥局,臺南市,永康區,永大路二段397號,06-2071575
開業,藥事機構,育安藥局,臺南市,永康區,中興里中華路274號,06-63116850
開業,藥事機構,小東藥局,臺南市,永康區,小東路573號,0938-973205
開業,藥事機構,永仁藥局,臺南市,永康區,永大路二段85號,06-2730816
開業,藥事機構,祐誠藥局,臺南市,永康區,中山路85號,
開業,藥事機構,信仁藥局,臺南市,永康區,中華西街149號,06-2337755
開業,藥事機構,鹽行健保藥局,臺南市,永康區,中正南路861號,06-2435112
開業,藥事機構,媽媽藥師藥局復國店,臺南市,永康區,復國路88號,06-3131080
開業,藥事機構,愛兒屋藥局,臺南市,永康區,中正路110號,06-2033946
開業,藥事機構,愛兒屋藥局,臺南市,永康區,中正路110號,06-7034510
開業,藥事機構,睿禾藥局,臺南市,永康區,東橋一路3號,06-3023868
開業,藥事機構,濟康藥師藥局,臺南市,永康區,勝利里勝學路281號,06-3122775
開業,藥事機構,仁安藥師藥局,臺南市,永康區,崑山里大仁街61號,06-2056055
開業,藥事機構,誠康藥局,臺南市,永康區,中山東路113號1樓,06-3022005
開業,藥事機構,華大藥妝藥局,臺南市,永康區,中山北路97號一樓,06-3015277
開業,藥事機構,俐欣藥局,臺南市,永康區,大仁街206號1樓,06-2050777
開業,藥事機構,一加藥局,臺南市,永康區,正強里中正路93號,06-2039098
開業,藥事機構,美德生醫藥局,臺南市,永康區,復國一路496號1樓,06-2030463
開業,藥事機構,菁安大灣藥局,臺南市,永康區,中灣里大灣路184號,
開業,藥事機構,昱賢藥師藥局中正店,臺南市,永康區,中正路141、143號1樓,06-2021535
開業,藥事機構,家嘉藥局,臺南市,永康區,復國一路206號,06-3121328
開業,藥事機構,大力藥局大灣店,臺南市,永康區,大灣里大灣路376號1樓,
開業,藥事機構,瑞德大藥局,臺南市,永康區,大灣路183號,06-2710398
開業,藥事機構,裕安藥局,臺南市,永康區,中華二路385號,06-3135216
開業,藥事機構,恆安藥局,臺南市,永康區,大灣路243號,06-2712389
開業,藥事機構,尚薔藥局,臺南市,永康區,小東路605號,
開業,藥事機構,珊瑚藥局大灣店,臺南市,永康區,大灣路503號,06-2054235
開業,藥事機構,群美藥局,臺南市,永康區,民族路398號1樓,06-2733368
開業,藥事機構,大昌藥局中華店,臺南市,永康區,中華路699號1樓,06-3036191
開業,藥事機構,合茂藥局,臺南市,永康區,中華路778號,06-2019008
開業,藥事機構,鐘藥局,臺南市,永康區,大灣路1012號,06-2726635
開業,藥事機構,良方藥局,臺南市,永康區,永康里中山路39號,06-2325057
開業,藥事機構,上允藥局,臺南市,永康區,成功路250號,06-2315460
開業,藥事機構,吉立藥局,臺南市,永康區,永康街7 7號,06-2334993
開業,藥事機構,重安藥局,臺南市,永康區,龍潭街190號,06-2327271
開業,藥事機構,正華藥局,臺南市,永康區,永康街17號,06-2323618
開業,藥事機構,正和藥局,臺南市,永康區,永中街4 7號,06-2323592
開業,藥事機構,嘉軒藥局,臺南市,永康區,西勢里富強路一段351號,06-2713329
開業,藥事機構,一航藥局,臺南市,永康區,復國一路233號,06-2010101
開業,藥事機構,協安藥局,臺南市,永康區,中山南路623號,06-2323455
開業,藥事機構,百聖藥局,臺南市,永康區,自強路330巷6號,06-2336549
開業,藥事機構,家安藥局,臺南市,永康區,龍潭街234號,06-2322453
開業,藥事機構,谷泰藥局,臺南市,永康區,大灣路366號,06-2710768
開業,藥事機構,勝利藥局,臺南市,永康區,勝學路三十六號,06-3139700
