code,name,tel,address
971395,鑫國語門市,(02)23964338,台北市中正區福州街11-3號11-4號
992842,警廣門市,(02)23717603,台北市中正區廣州街10-2號10-3號10-4,部分號1樓
119582,新格蘭門市,(02)23705929,台北市中正區衡陽路27號
136691,鑫衡陽門市,(02)23316456,台北市中正區衡陽路6號1樓
136565,濟新門市,(02)33224217,台北市中正區濟南路二段50號
982524,鑫華福門市,(02)23707435,台北市中正區懷寧街30號32號1樓
921965,羅亭門市,(02)23929446,台北市中正區羅斯福路二段68號
942722,新羅福門市,(02)23686283,台北市中正區羅斯福路三段82號
971672,鑫太原門市,(02)25591974,台北市大同區太原路40號42號44號
136831,雙連門市,(02)25558245,台北市大同區民生西路176號
135920,鑫寧門市,(02)25508002,台北市大同區民生西路214號216號1樓
934891,迪化門市,(02)25529032,台北市大同區民生西路343號345號
936196,仟發門市,(02)25570749,台北市大同區民生西路95號97號
982661,權鑫門市,(02)25995942,台北市大同區民權西路157之1號1樓
976345,延華門市,(02)25598696,台北市大同區延平北路一段78號80號
956950,延埕門市,(02)25520267,台北市大同區延平北路二段159號161號
121149,涼州門市,(02)25538157,台北市大同區延平北路二段232號234號1樓
137052,延年門市,(02)25978111,台北市大同區延平北路三段61-5號
950930,湧久門市,(02)25982186,台北市大同區延平北路四段157號159號
113908,延龍門市,(02)25969446,台北市大同區延平北路四段16號18號1樓
963486,承華門市,(02)25562955,台北市大同區承德路一段22號
992336,德倫門市,(02)25875361,台北市大同區承德路三段240號242號1樓
122463,三德門市,(02)25955432,台北市大同區承德路三段55號57號1樓
993742,昌吉門市,(02)25927056,台北市大同區承德路三段60號60-1號
962542,大龍門市,(02)25947220,台北市大同區昌吉街72號74號76號
111728,塔城門市,(02)25584706,台北市大同區長安西路271號1樓及273巷2號1樓
985914,長峰門市,(02)25551759,台北市大同區長安西路45號之1
977290,圓慶門市,(02)25567571,台北市大同區南京西路127號
140977,詠樂門市,(02)25569749,台北市大同區南京西路233巷15號17號1.2樓
956488,南西門市,(02)25597707,台北市大同區南京西路316號
128494,稻埕門市,(02)25525790,台北市大同區南京西路436號1F
966474,新慶陽門市,(02)25565584,台北市大同區重慶北路二段60號
992967,酒泉門市,(02)25959849,台北市大同區重慶北路三段260號1-2樓
129338,哈蜜門市,(02)25970450,台北市大同區重慶北路三段309號
122061,慶吉門市,(02)25954240,台北市大同區重慶北路三段47號49號1樓
120526,圓泉門市,(02)25997457,台北市大同區酒泉街25號27號1樓
898203,保聖門市,(02)25992807,台北市大同區酒泉街58號60號
996523,篷萊門市,(02)25539665,台北市大同區寧夏路131-1號
891176,靜中門市,(02)25529387,台北市大同區寧夏路71號
966164,中興醫門市,(02)25501134,台北市大同區鄭州路145號B1
922669,鄭州門市,(02)25597684,台北市大同區鄭州路3-2號
971867,鑫東一門市,(02)25815255,台北市中山區一江街11號13號
136129,江陵門市,(02)25815356,台北市中山區一江街23號1樓
886059,東崙門市,(02)27754769,台北市中山區八德路二段282號
996534,潤泰門市,(02)27765865,台北市中山區八德路二段314號
950550,實踐大學門市,(02)85091737,台北市中山區大直街70號1樓
960074,崑崙門市,(02)25604745,台北市中山區中山北路一段105巷13號
123260,柯鑫門市,(02)25819363,台北市中山區中山北路二段11巷3號1樓
865432,長中門市,(02)25676232,台北市中山區中山北路二段40-1號
136118,翔運門市,(02)25819619,台北市中山區中山北路二段44巷2號1樓
946263,國賓門市,(02)25119429,台北市中山區中山北路二段75-1號
946609,中錦門市,(02)25616582,台北市中山區中山北路二段98號
958107,撫順門市,(02)25978663,台北市中山區中山北路三段23-6號
833077,原中門市,(02)25919553,台北市中山區中原街121號
975423,天津門市,(02)25434306,台北市中山區天津街65號
929006,欣旺門市,(02)25321290,台北市中山區北安路604號606號
960465,新大直門市,(02)25329890,台北市中山區北安路621巷48號
872212,直安門市,(02)25330894,台北市中山區北安路649號
135539,美麗華門市,(02)85093170,台北市中山區北安路839-1號
130051,林北門市,(02)25216905,台北市中山區民生東路一段46號46-1號1樓
865834,中福門市,(02)25434337,台北市中山區民生東路二段113號
141051,佳佳門市,(02)25164363,台北市中山區民生東路二段157號
117885,新西華門市,(02)25036845,台北市中山區民生東路三段31號
862086,金鑽門市,(02)25116854,台北市中山區民權西路66號
956271,勝權門市,(02)21001511,台北市中山區民權東路二段26號
121655,福權門市,(02)25679782,台北市中山區民權東路二段96號98號1樓
119445,權東門市,(02)25159982,台北市中山區民權東路三段73號
999751,伊東門市,(02)25092665,台北市中山區伊通街30號1樓
871138,錦合門市,(02)25040526,台北市中山區合江街117號
926432,合江門市,(02)25054339,台北市中山區合江街60號
985305,大吉門市,(02)25114007,台北市中山區吉林路101號
130394,吉林門市,(02)25312934,台北市中山區吉林路209號1樓2樓
936428,圓武門市,(02)25314574,台北市中山區吉林路28號
928357,吉安門市,(02)25943806,台北市中山區吉林路365號367號
132471,永明門市,(02)25329027,台北市中山區明水路397巷7弄25號1樓
136233,明水門市,(02)85027760,台北市中山區明水路636號樂群三路1號
972778,松運門市,(02)25179248,台北市中山區松江路101號
135584,鑫櫃門市,(02)25153336,台北市中山區松江路183號183-1號1樓
985279,松鑫門市,(02)25412232,台北市中山區松江路208號
114510,松錦門市,(02)25170793,台北市中山區松江路295號295-1號1樓
117128,權松門市,(02)25184764,台北市中山區松江路363號
916572,長松門市,(02)25045817,台北市中山區松江路65號
131995,六條通門市,(02)25239327,台北市中山區林森北路107巷15號1樓
121851,森北門市,(02)25372282,台北市中山區林森北路108號1樓2樓
865694,晶華門市,(02)25217133,台北市中山區林森北路262號
128069,歡唱門市,(02)25719203,台北市中山區林森北路310巷10號1樓
135436,林森北門市,(02)25362285,台北市中山區林森北路380之1號1樓
946230,京都門市,(02)25636575,台北市中山區林森北路411號
874230,林森門市,(02)25111563,台北市中山區林森北路500號
976600,林安門市,(02)25931799,台北市中山區林森北路572號
960096,長津門市,(02)25812531,台北市中山區長安東路一段12號
970749,鑫長安門市,(02)25813841,台北市中山區長安東路一段53巷1之3號
136842,長新門市,(02)25676401,台北市中山區長安東路一段75號1樓
961170,長通門市,(02)25157845,台北市中山區長安東路二段101號
982247,鑫安江門市,(02)27774809,台北市中山區長安東路二段178號178-1號1樓
111636,江東門市,(02)25223791,台北市中山區長安東路二段43號45-1號1樓
865890,長北門市,(02)25112677,台北市中山區長春路11號
906782,春城門市,(02)25316181,台北市中山區長春路135號135之1號
931607,莊福門市,(02)25045845,台北市中山區長春路168號
998987,國學門市,(02)25068651,台北市中山區長春路182號
975364,春龍門市,(02)25021405,台北市中山區長春路257號
956156,春森門市,(02)25641630,台北市中山區長春路67號
128025,鑫越門市,(02)25219360,台北市中山區南京西路12巷9號1樓
957894,承運門市,(02)25568636,台北市中山區南京西路16號捷運中山站B1區
138206,國旺門市,(02)25425330,台北市中山區南京東路一段132巷8號
911603,松盛門市,(02)25022910,台北市中山區南京東路二段115巷1號
991584,威克門市,(02)87738717,台北市中山區南京東路三段208號1樓
883865,新寶門市,(02)25079128,台北市中山區建國北路一段136號
120836,建錦門市,(02)25080523,台北市中山區建國北路二段127號1樓B1樓
122751,建欣門市,(02)25177302,台北市中山區建國北路二段13號1樓
990754,金宴門市,(02)25168142,台北市中山區建國北路二段151巷8號1樓
951195,榮鑫門市,(02)25069116,台北市中山區建國北路三段91號
132493,復北門市,(02)27184351,台北市中山區復興北路164號1樓
975685,復錦門市,(02)25070083,台北市中山區復興北路352號
137144,麥田門市,(02)25854392,台北市中山區晴光里中山北路三段47號
964917,民美門市,(02)25957805,台北市中山區圓山里中山北路三段57號
865926,稻江門市,(02)25850268,台北市中山區新生北路三段35號
141109,行天門市,(02)25050197,台北市中山區農安街178號
833468,農安門市,(02)25954401,台北市中山區農安街28-2號
972789,鑫德惠門市,(02)25995347,台北市中山區德惠街15號1樓
112374,敬群門市,(02)85012964,台北市中山區樂群二路154號1樓
113562,基河門市,(02)85029131,台北市中山區樂群二路206號1樓
965954,興復門市,(02)25176282,台北市中山區興安街99號一樓
996741,元大門市,(02)25148676,台北市中山區遼寧街110號1樓
874388,曾德門市,(02)25819250,台北市中山區錦州街21-2號
132530,錦捷門市,(02)25628396,台北市中山區錦州街229號1樓
971683,鑫錦州門市,(02)25122462,台北市中山區錦州街263號
956732,錦北門市,(02)25418586,台北市中山區錦州街8號
975375,新錦祥門市,(02)25311037,台北市中山區錦西街16號
140955,建龍門市,(02)25167713,台北市中山區龍江路239號1樓
864864,錦龍門市,(02)25080595,台北市中山區龍江路281-1號
958152,榮星門市,(02)25094506,台北市中山區龍江路322號
131674,濱江門市,(02)25171393,台北市中山區龍江路356巷39及41號1樓
956673,榮金門市,(02)25013144,台北市中山區龍江路384巷1號
110471,新晴光門市,(02)25951416,台北市中山區雙城街30號1樓
916527,清愿門市,(02)27729274,台北市松山區八德路二段439號
990673,新復勢門市,(02)25785350,台北市松山區八德路三段200號202號1樓
112248台場門市,(02)25794824,台北市松山區八德路三段20-2號
960661,中崙門市,(02)25774806,台北市松山區八德路三段27號
975906,威京門市,(02)27564116,台北市松山區八德路四段151號
841492,影城門市,(02)27634585,台北市松山區八德路四段245巷35號
112411,寶德門市,(02)27476621,台北市松山區八德路四段321號
136244,松鑽門市,(02)27457876,台北市松山區八德路四段686號
981277,新饒河門市,(02)27646937,台北市松山區八德路四段687號687-1號1樓
883223,松饒門市,(02)27475146,台北市松山區八德路四段767號769號
985154,松民門市,(02)27480323,台北市松山區三民路10號
129224,朝福門市,(02)37652976,台北市松山區三民路115號
975571,北體門市,(02)25771113,台北市松山區北寧路66號
138583,市大門市,(02)87710481,台北市松山區市民大道路四段105號
918419,民北門市,(02)25450784,台北市松山區民生東路三段127巷6號
115993,慶民門市,(02)25474991,台北市松山區民生東路三段130巷5弄14號1樓
113872,東吉門市,(02)27622908,台北市松山區民生東路五段100號
896241,東榮門市,(02)27622216,台北市松山區民生東路五段65號
135090,民復門市,(02)25140673,台北市松山區民生東路四段130號
135089,明塑門市,(02)27187590,台北市松山區民生東路四段54號之2一樓
977094,東鑫門市,(02)27196327,台北市松山區民生東路四段55巷10號
961295,民有門市,(02)27154294,台北市松山區民權東路三段108號
991746,京復門市,(02)27425644,台北市松山區光復北路11巷44號
916192,吉仁門市,(02)25788528,台北市松山區延吉街28號
961158,鑫壽門市,(02)27694858,台北市松山區延壽街323號
937270,延壽門市,(02)27622884,台北市松山區延壽街422號
132518,延新門市,(02)87873357,台北市松山區延壽街99號1樓
978248,統威門市,(02)27481762,台北市松山區東興路13之1號
961055,南京門市,(02)25466532,台北市松山區南京東路三段303巷5號
991551,京發門市,(02)37652632,台北市松山區南京東路五段139之4及139之8號
130419,東光門市,(02)37651082,台北市松山區南京東路五段15號1樓
140623,通盈門市,(02)27604390,台北市松山區南京東路五段315號
120102,新寶清門市,(02)27624852,台北市松山區南京東路五段334號336號1樓
136369,吉盛門市,(02)27479591,台北市松山區南京東路五段66巷3弄1號1樓
928793,東勢門市,(02)27172789,台北市松山區南京東路四段131號
140368,首都門市,(02)25453085,台北市松山區南京東路四段51號之2
135517,京育門市,(02)25791284,台北市松山區南京東路四段56-1號
141992,健一門市,(02)25149369,台北市松山區健康路11號
992691,婦聯門市,(02)27609484,台北市松山區健康路224號
961963,復春門市,(02)27151190,台北市松山區復興北路179號
943943,復安門市,(02)27155855,台北市松山區復興北路231巷6號
111407,東復門市,(02)25472325,台北市松山區復興北路313巷25號
906209,樂得門市,(02)27401886,台北市松山區復興北路35號
902908,風復門市,(02)27110868,台北市松山區復興南路一段43號
131593,錢京門市,(02)27177520,台北市松山區敦化北路100號1樓
114554,敦北門市,(02)25472052,台北市松山區敦化北路149號1樓
972907,上弘門市,(02)25472928,台北市松山區敦化北路168號B2
874300,長塑門市,(02)25140901,台北市松山區敦化北路199巷2弄1號
136358,敦化門市,(02)27151339,台北市松山區敦化北路222巷50號
135643,松航門市,(02)25454821,台北市松山區敦化北路340-9號
915270,復旦門市,(02)25777873,台北市松山區敦化南路一段5號
990352,松禾門市,(02)37651361,台北市松山區塔悠路31號33號
140276,征東門市,(02)27534174,台北市松山區新東街15巷1號
125495,征唐門市,(02)27616499,台北市松山區新東街41-7號
135610,福源門市,(02)27649672,台北市松山區新東街60巷16號18號1樓
990972,新育商門市,(02)25774269,台北市松山區寧安街3巷11號1樓
112684,塔優門市,(02)27648499,台北市松山區撫遠街197號199號
111429,聰明門市,(02)87874670,台北市松山區寶清街34號1樓
135492,信安門市,(02)27048829,台北市大安區大安路一段218號
956248,頂東門市,(02)27521297,台北市大安區大安路一段43號
128416,大安門市,(02)87728951,台北市大安區大安路一段77號B1,樓(東區地下街)
863698,豫銘門市,(02)27540615,台北市大安區大安路二段102號
140612,中廣門市,(02)27526751,台北市大安區仁愛路三段25-1號27號
146241,芙蓉門市,(02)27007482,台北市大安區仁愛路三段74號1樓
130431,敦信門市,(02)27556047,台北市大安區仁愛路四段122巷50號1樓
135609,建綸門市,(02)87717103,台北市大安區仁愛路四段151巷27號
985501,泰利門市,(02)27058645,台北市大安區仁愛路四段266巷15弄22號
975962,仁安門市,(02)87732749,台北市大安區仁愛路四段27巷1號
976530,頂好門市,(02)27218275,台北市大安區仁愛路四段65號
111441,合維門市,(02)27077030,台北市大安區四維路170巷8號1樓
945721,永康門市,(02)23216948,台北市大安區永康街43號
928977,恆安門市,(02)23576939,台北市大安區永康街7-1號
962184,新國聯門市,(02)27752026,台北市大安區光復南路180巷12號
121770,國館門市,(02)27761700,台北市大安區光復南路240巷25號
929110,靜安門市,(02)27739618,台北市大安區光復南路262號
985246,欣安和門市,(02)87730039,台北市大安區安和路一段47號
916712,敦安門市,(02)27081857,台北市大安區安和路一段86號
963316,臨江門市,(02)27844961,台北市大安區安和路二段67號
901293,立仁門市,(02)27066660,台北市大安區安和路二段74巷1號
127631,安居門市,(02)27332560,台北市大安區安居街33號
978271,敦親門市,(02)27366095,台北市大安區辛亥路二段171巷8號
894359,辛亥門市,(02)23630291,台北市大安區辛亥路二段57號
113229,國青門市,(02)23677680,台北市大安區辛亥路三段30號(台大國青宿舍)
944795,和泰門市,(02)23915933,台北市大安區和平東路一段169號
875130,溫東門市,(02)23623019,台北市大安區和平東路一段266號
906117,和金門市,(02)23414965,台北市大安區和平東路一段91號
959111,龍淵門市,(02)27336247,台北市大安區和平東路二段118巷33號
125602,龍門門市,(02)23625327,台北市大安區和平東路二段18號
975973,禾光門市,(02)27027770,台北市大安區和平東路二段63號1樓
855572,和安門市,(02)27355311,台北市大安區和平東路三段230號
844996,富陽門市,(02)23770804,台北市大安區和平東路三段310號
128058,技安門市,(02)27375613,台北市大安區和平東路三段97號
975777,延吉門市,(02)27087348,台北市大安區延吉街237號
957285,吉忠門市,(02)87725413,台北市大安區延吉街72號
963305,義村門市,(02)27312912,台北市大安區忠孝東路三段160號
946883,北科大門市,(02)87733142,台北市大安區忠孝東路三段1號(台北科技大學大川堂)
970428,佑安門市,(02)27752136,台北市大安區忠孝東路三段217巷1弄2號
810926,懷生門市,(02)27811473,台北市大安區忠孝東路三段248巷9號
975869,建忠門市,(02)27416501,台北市大安區忠孝東路三段249號
883304,敦頂門市,(02)87716011,台北市大安區忠孝東路四段101巷7號
121161,統領門市,(02)27319841,台北市大安區忠孝東路四段205巷7弄5號1樓
113676,統家門市,(02)27212029,台北市大安區忠孝東路四段216巷27弄1號1樓
996154,鳳翔門市,(02)87710411,台北市大安區忠孝東路四段216巷68號
977359,仕吉門市,(02)87730907,台北市大安區忠孝東路四段223巷42號
140689,錢忠門市,(02)27526260,台北市大安區忠孝東路四段26巷5號
977441,瑞升門市,(02)23435837,台北市大安區杭州南路二段91號
110242,敦維門市,(02)23255362,台北市大安區東豐街43號45號1樓
959122,豐安門市,(02)27542996,台北市大安區東豐街9號
129350,黎元門市,(02)23778253,台北市大安區臥龍街188巷1號
121600,麟光門市,(02)27339761,台北市大安區臥龍街252號及252-1號
127837,金信門市,(02)23215183,台北市大安區金山南路二段18號1樓
135632,金華門市,(02)23945455,台北市大安區金華街140之1號
942663,興舍門市,(02)27365414,台北市大安區長興街50號
959155,信中門市,(02)27033810,台北市大安區信義路三段101號
921633,大信門市,(02)27096471,台北市大安區信義路三段33號
875406,信義門市,(02)27005388,台北市大安區信義路四段265巷12弄1號
961217,信興門市,(02)27018486,台北市大安區信義路四段32號
110334,安信門市,(02)27050827,台北市大安區信義路四段74號1樓
962601,花市門市,(02)27552540,台北市大安區建國南路一段274號
882482,科建門市,(02)87721391,台北市大安區建國南路一段28號30號
895020,建南門市,(02)27549832,台北市大安區建國南路二段151巷6之8號
915568,龍延門市,(02)23648913,台北市大安區師大路59巷13號
865362,師大門市,(02)23693200,台北市大安區師大路87號
137029,新泰順門市,(02)23643011,台北市大安區泰順街13號
119515,欣隆昌門市,(02)23782716,台北市大安區基隆路二段142之1號及142之2號
972594,長星門市,(02)27395493,台北市大安區基隆路三段85號
967374台科三門市,(02)27366134,台北市大安區基隆路四段43號第三餐廳
953722,復昌門市,(02)27076154,台北市大安區通化里光復南路616號
968399,華電門市,(02)27329694,台北市大安區通化街177號
975630,通化門市,(02)27083071,台北市大安區通化街26之8號
946919,崇光門市,(02)27218292,台北市大安區復興南路一段135巷5號
146078,合旺門市,(02)27026159,台北市大安區復興南路二段151巷41號
136705,復維門市,(02)27070732,台北市大安區復興南路二段17號
976895,科技站門市,(02)27059323,台北市大安區復興南路二段203號
991403,喜悅門市,(02)27067601,台北市大安區復興南路二段82-1及82-2號
127620,建安門市,(02)87730985,台北市大安區敦化南路一段187巷29號
957241,龍普門市,(02)27751069,台北市大安區敦化南路一段233巷25號
975087,敦南門市,(02)27728928,台北市大安區敦化南路一段236巷13號
120711,敦隆門市,(02)27329700,台北市大安區敦化南路二段182號
115959,昇隆門市,(02)27328454,台北市大安區敦化南路二段238號
114668,敦禾門市,(02)27322654,台北市大安區敦化南路二段265巷6號1樓
121275,樂隆門市,(02)87321701,台北市大安區敦化南路二段331巷14號
135791,大敦門市,(02)27045633,台北市大安區敦化南路二段63巷7號1樓
122289,新東帝門市,(02)27540987,台北市大安區敦化南路二段97號1樓
970288,教育大學門市,(02)27359529,台北市大安區敦南街38號
125842,大台門市,(02)83695854,台北市大安區新生南路三段94巷3號
936336,瑞安門市,(02)27021483,台北市大安區瑞安街182號
126214,樂和門市,(02)87323391,台北市大安區樂利路29號29-1號
141981,樂利門市,(02)27332646,台北市大安區樂利路76號78號1樓
965079,樂安門市,(02)87325204,台北市大安區樂業街71號73號
122429,濟南門市,(02)27409693,台北市大安區濟南路三段12號1樓
121356,溫州門市,(02)23626249,台北市大安區羅斯福路三段245號
941213,鹿鳴門市,(02)23670865,台北市大安區羅斯福路四段1號
844631,大埔門市,(02)23029545,台北市萬華區中華路二段34號
999544,南機場門市,(02)23370695,台北市萬華區中華路二段366號
117977,中寧門市,(02)23014902,台北市萬華區中華路二段602-1-2號一樓
131799,成都門市,(02)23882392,台北市萬華區成都路96號1樓
957713,萬運門市,(02)23088704,台北市萬華區西園路一段153號B1,(捷運龍山寺站B1)
128427,宏旭門市,(02)23024215,台北市萬華區西園路一段246號
999658,園舺門市,(02)23086420,台北市萬華區西園路二段140巷52號
922197,開寧門市,(02)23884024,台北市萬華區西寧南路16號
975858,昆寧門市,(02)23709656,台北市萬華區西寧南路50巷3號5號
960340,新寧南門市,(02)23708471,台北市萬華區西寧南路80號
119146,漢寧門市,(02)23899050,台北市萬華區西寧南路85號
137856,國雙門市,(02)23390812,台北市萬華區西藏路125巷17號
135805,漢陽門市,(02)23310744,台北市萬華區昆明街197號199號1樓
130361,昆福門市,(02)23717744,台北市萬華區昆明街30-1號30-2號1樓
975663,世運門市,(02)23753064,台北市萬華區昆明街81號83號
976297,萬長門市,(02)23377511,台北市萬華區東園街172號174號
957229,萬忠門市,(02)23034250,台北市萬華區東園街28巷58號
971258,鑫樂昇門市,(02)23754357,台北市萬華區武昌街二段114之3號
996372,鑫武昌門市,(02)23314737,台北市萬華區武昌街二段57號1樓
146285,新起門市,(02)23147269,台北市萬華區長沙街二段87號1樓
985637,鑫青天門市,(02)23378341,台北市萬華區青年路144號
148052,青園門市,(02)23012464,台北市萬華區青年路18號1樓
957827,新峨嵋門市,(02)23704539,台北市萬華區峨嵋街111之2號之3號
886222,桂林門市,(02)23040689,台北市萬華區桂林路160號
136299,桂明門市,(02)23892844,台北市萬華區桂林路55號
111773,龍山門市,(02)23068368,台北市萬華區康定路203號205號1樓
892685,萬華站門市,(02)23046036,台北市萬華區康定路382號
120559,萬華門市,(02)23041593,台北市萬華區莒光路216號萬大路57號1樓
148018,萬和門市,(02)23055379,台北市萬華區萬大路184號
113012,萬大門市,(02)23057808,台北市萬華區萬大路245號247號1樓
140586,新艋舺門市,(02)23046585,台北市萬華區萬大路292號
117748,富帆門市,(02)23012146,台北市萬華區萬大路464號一樓
962287,萬東門市,(02)23376028,台北市萬華區萬大路486巷59弄1號
874805,大華門市,(02)23390762,台北市萬華區萬大路495號497號
999832,克難門市,(02)23379081,台北市萬華區萬青街168號
136406,六福門市,(02)23311176,台北市萬華區漢口街二段73號1樓
992130,漢中門市,(02)23120633,台北市萬華區漢中街185號187號
790813,捷盟門市,(02)23895672,台北市萬華區漢中街51號
125967,龍廣門市,(02)23362548,台北市萬華區廣州街148號
863388,華江門市,(02)23088154,台北市萬華區環河南路二段200號
846604,雙環門市,(02)23361021,台北市萬華區環河南路二段207號
975951,華雙門市,(02)23065408,台北市萬華區環河南路二段252號
129095,寶昌門市,(02)23045536,台北市萬華區寶興街186號
123307,鑫寶門市,(02)23097241,台北市萬華區寶興街41號1樓
985626,雙全門市,(02)28940338,台北市北投區大業路715-717號
136897,西安門市,(02)28949299,台北市北投區大興街44號46號1樓
936255,薇閣門市,(02)28944880,台北市北投區中央北路一段108號
961594,政戰門市,(02)28914209,台北市北投區中央北路二段15號17號
128874,中陽門市,(02)28953832,台北市北投區中央北路三段55號57號1樓
851721,一德門市,(02)28984000,台北市北投區中央北路四段513號
140391,大中門市,(02)28963137,台北市北投區中央南路一段114號
996637,和業門市,(02)28951924,台北市北投區中和街10號
136141,北投門市,(02)28941151,台北市北投區中和街222號
891349,金和門市,(02)28935095,台北市北投區中和街318號
127619,秀山門市,(02)28947141,台北市北投區中和街476號478號
993454,清江門市,(02)28950047,台北市北投區公館路165號1樓
936244,公館門市,(02)28965936,台北市北投區公館路31號
962209,新豪美門市,(02)28233553,台北市北投區文林北路98號100號
874573,致遠門市,(02)28208072,台北市北投區石牌路一段126號
138778,百齡門市,(02)28209915,台北市北投區石牌路一段35號
981406,北榮門市,(02)28751680,台北市北投區石牌路二段201號(榮民總醫院生活廣場)
841953,榮總門市,(02)28715743,台北市北投區石牌路二段301號
111474,行義門市,(02)28728978,台北市北投區石牌路二段335號1樓
928531,振華門市,(02)28218145,台北市北投區石牌路二段80號82號
962483,石捷門市,(02)28208526,台北市北投區石牌路二段8號
132976,和碩門市,(02)28988710,台北市北投區立功街76號1樓
993649,和信醫門市,(02)28936831,台北市北投區立德路125號1樓
120135,華碩門市,(02)28585257,台北市北投區立德路15號B1
935805,光中門市,(02)28971043,台北市北投區光明路122號
128335,統勝門市,(02)28234063,台北市北投區自強街82號
139047,立農門市,(02)28203682,台北市北投區承德路七段378號
912307,承啟門市,(02)28238908,台北市北投區承德路七段76號
948649,明德門市,(02)28220224,台北市北投區明德路114號
111267,德致門市,(02)28231984,台北市北投區明德路87號89號1樓
962519,明華門市,(02)28262195,台北市北投區明德路99號
139140,知心門市,(02)28585721,台北市北投區知行路185號1樓
